id,merchantId,externalId,email,name,phone,totalTransactions,successfulTransactions,failedTransactions,totalSuccessfulValue,averageTransactionValue,previousRecoveryAttempts,previousSuccessfulRecoveries,customerSegment
c2215410-8067-4aab-925b-2fc4325cc698,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-122,priya.reddy122@protonmail.com,Priya Reddy,+913083929906,20,19,1,2443.29,128.59,0,0,NEW
847303ea-14c7-49c2-822a-c8a477b9e56a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-123,meera.desai123@yahoo.com,Meera Desai,+919167007335,22,17,5,2329.81,137.05,1,0,LOYAL
93746a7d-b95c-4af1-814b-210843bc64ca,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-124,vikram.gupta124@protonmail.com,Vikram Gupta,+919375536217,29,20,9,2919.28,145.96,4,0,NEW
a76c4525-0cab-49b2-aec0-c12507be43b0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-125,ravi.desai125@protonmail.com,Ravi Desai,+919177266921,19,17,2,3491.96,205.41,0,0,AT_RISK
1921c2a7-8b1d-4a99-bd69-f68409495280,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-126,amit.chopra126@yahoo.com,Amit Chopra,+918406833058,13,10,3,1608.72,160.87,2,1,LOYAL
4c7eed14-cfaa-4799-8458-7dd37c7daa2c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-127,nisha.reddy127@yahoo.com,Nisha Reddy,+917512170538,20,14,6,2873.87,205.28,1,0,LOYAL
0972c3e9-0b56-482e-a586-964ad7a63711,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-128,sakshi.gupta128@mail.com,Sakshi Gupta,+918037444513,22,19,3,3162.32,166.44,1,0,LOYAL
addedd05-25df-4289-ba33-29e2f7b74843,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-129,amit.chopra129@protonmail.com,Amit Chopra,+916387619490,26,24,2,3242.92,135.12,1,0,LOYAL
31134e1c-831f-4267-8989-a0105138e0ad,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-130,ananya.desai130@yahoo.com,Ananya Desai,+913192952019,18,17,1,719.62,42.33,0,0,NEW
02f57d03-b532-4df2-b3c3-2e3d31209b0c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-131,ishita.gupta131@outlook.com,Ishita Gupta,+916065516939,21,9,12,225.27,25.03,1,0,LOYAL
dad57b2d-1ba4-4833-9e73-4528ecaa8095,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-132,aditi.sharma132@gmail.com,Aditi Sharma,+910656746462,19,15,4,2672.93,178.2,2,1,NEW
310fce00-a306-401d-99a3-9ad0bc1b724f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-133,karan.bhat133@yahoo.com,Karan Bhat,+918620044263,15,12,3,1347.62,112.3,1,0,LOYAL
4b959dc9-3414-4289-b1e3-0f1ff316fcf5,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-134,harsh.nair134@outlook.com,Harsh Nair,+919135342202,17,11,6,786.22,71.47,1,0,NEW
fbb0ff80-e143-4e96-ba0b-1756bc507729,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-135,neha.mishra135@protonmail.com,Neha Mishra,+912813537454,15,14,1,984.9,70.35,0,0,AT_RISK
0c85f2f5-33a8-4855-bbc6-b7a6278e99b6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-136,karan.bhat136@gmail.com,Karan Bhat,+910342502586,21,17,4,3011.8,177.16,2,0,LOYAL
98e47758-c1b0-4cc4-86d9-35d78b1109e6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-137,karan.kulkarni137@gmail.com,Karan Kulkarni,+918487734515,21,17,4,2299.29,135.25,2,0,LOYAL
e96589d0-594c-4f5c-a684-53d0b2f268df,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-138,amit.das138@mail.com,Amit Das,+914586610395,19,15,4,2560.35,170.69,0,0,LOYAL
ceac75f9-d1fb-4859-9f84-0cd7965a8a4e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-139,meera.gupta139@yahoo.com,Meera Gupta,+916400785181,21,19,2,2086.51,109.82,0,0,LOYAL
166157fd-940d-492f-95be-8e3dee704839,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-140,suresh.mishra140@outlook.com,Suresh Mishra,+911972385728,13,11,2,1538.03,139.82,1,0,LOYAL
743356f9-22ad-4bc1-b134-8421b2ffef49,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-141,meera.nair141@gmail.com,Meera Nair,+919577604977,16,14,2,2263.65,161.69,1,0,LOYAL
de3f3865-3f89-470c-9f70-c11e43eecbcb,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-142,sneha.mehta142@gmail.com,Sneha Mehta,+915166816091,18,8,10,1367.61,170.95,1,0,AT_RISK
48638b7d-a69f-4808-8713-b2e204f53744,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-143,aarav.chopra143@outlook.com,Aarav Chopra,+914425648775,15,14,1,1585.13,113.22,0,0,AT_RISK
a303a7c2-4661-4cc6-b52a-9b7cd149e076,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-144,sakshi.nair144@protonmail.com,Sakshi Nair,+915319337766,16,12,4,1885.03,157.09,2,0,LOYAL
c2a727a4-7fb7-4adc-a346-f5a2e9950a4f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-145,vikram.bhat145@yahoo.com,Vikram Bhat,+919229977644,14,10,4,1107.01,110.7,0,0,LOYAL
6389c708-a81e-4fe3-ad2f-b38ee4583da6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-146,sakshi.shah146@outlook.com,Sakshi Shah,+911639898227,17,11,6,3021.15,274.65,2,1,AT_RISK
4d2bb24a-0e3f-4880-8dee-963d79f583d6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-147,meera.chopra147@outlook.com,Meera Chopra,+917282521720,14,12,2,1399.15,116.6,0,0,NEW
96fd4a60-6101-4033-998c-05abe4e0ba7e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-148,pooja.desai148@yahoo.com,Pooja Desai,+916047170594,23,17,6,2953.49,173.73,4,3,LOYAL
3a6051b2-06df-45b2-9862-21d2468a986b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-149,suresh.bhat149@protonmail.com,Suresh Bhat,+916722076278,21,19,2,2270.96,119.52,0,0,AT_RISK
f309a1e0-7abc-4302-8de4-1d2b7d5ebbe2,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-150,aditi.reddy150@protonmail.com,Aditi Reddy,+918199349998,19,17,2,2427.53,142.8,0,0,LOYAL
21e61f64-56cd-457a-b8ab-13248519111b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-151,aarav.verma151@mail.com,Aarav Verma,+916934658152,15,11,4,1464.6,133.15,1,0,NEW
42b74dad-302f-4980-9349-06a84a130c24,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-152,lakshmi.kumar152@outlook.com,Lakshmi Kumar,+911421775718,17,13,4,2234.01,171.85,1,0,LOYAL
ba0cef65-578e-4b07-867e-4320667f9327,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-153,pooja.das153@protonmail.com,Pooja Das,+915061132227,19,18,1,2497.71,138.76,0,0,LOYAL
b98d6bcc-3891-4ccb-9fc6-3efe4bb1cc8a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-154,kavya.verma154@mail.com,Kavya Verma,+917066013458,24,23,1,2821.82,122.69,0,0,NEW
d096f754-da5c-41d4-a6e2-6c01e3eb707c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-155,harsh.verma155@gmail.com,Harsh Verma,+916932944937,20,14,6,1989.03,142.07,2,0,LOYAL
a0bd1a9d-7d55-40c0-b153-016df8316bb0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-156,suresh.bhat156@mail.com,Suresh Bhat,+918876575539,23,21,2,2447.47,116.55,1,0,LOYAL
c2e70bb7-83bb-41cc-9564-5bae0bc5588d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-157,ananya.patel157@mail.com,Ananya Patel,+919251846748,25,15,10,1795.71,119.71,7,4,LOYAL
74e4d5ed-e205-4535-bae7-2d0a30a79750,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-158,rahul.patel158@protonmail.com,Rahul Patel,+911455630202,11,9,2,1185.61,131.73,0,0,AT_RISK
aa1dc7d0-1e7c-4c7f-900f-cd3a2efd103d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-159,amit.patel159@protonmail.com,Amit Patel,+913099090477,23,15,8,1757.33,117.16,1,0,NEW
a667a5bb-a497-4b1a-aeb5-dd8c3526350c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-160,jaya.iyer160@outlook.com,Jaya Iyer,+919389366563,22,20,2,2677.32,133.87,1,0,LOYAL
cb8e5aeb-167f-42f4-880c-920bdad9485d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-161,dev.kulkarni161@protonmail.com,Dev Kulkarni,+915720026558,20,17,3,3338.66,196.39,1,0,LOYAL
120bec37-7cf6-4034-9c01-f69be6e1305b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-162,gaurav.chopra162@outlook.com,Gaurav Chopra,+911187066982,25,22,3,2150.71,97.76,1,0,AT_RISK
6dae7aa3-9cff-44dc-a0c6-0e0ee5ad1944,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-163,amit.kumar163@mail.com,Amit Kumar,+910570742280,16,9,7,1717.08,190.79,4,3,AT_RISK
291df7f8-4313-4ba5-adba-a8979372e3c2,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-164,rohan.verma164@yahoo.com,Rohan Verma,+918735633162,28,16,12,2930.31,183.14,2,1,AT_RISK
9cd96924-88c3-45d1-87f0-177a7143a58d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-165,karan.shah165@gmail.com,Karan Shah,+915571650363,29,24,5,2818.37,117.43,1,0,AT_RISK
2387daa8-3334-4eb0-a25a-ef87f11c84ed,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-166,rohan.nair166@protonmail.com,Rohan Nair,+914215228140,23,11,12,2064.34,187.67,6,4,NEW
2f819124-1212-49d5-bca0-fb56e7489225,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-167,priya.iyer167@mail.com,Priya Iyer,+915323043580,19,16,3,1719.58,107.47,0,0,LOYAL
7b537092-d6b4-4881-a63d-87aca9e0e6ff,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-168,neha.mishra168@mail.com,Neha Mishra,+910085622939,21,19,2,2104.35,110.76,1,0,LOYAL
250ec41a-bd63-4b19-9635-3dbf68e31832,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-169,diya.joshi169@gmail.com,Diya Joshi,+917796732324,14,9,5,1170.16,130.02,2,0,LOYAL
3895a258-0642-4975-a641-4be21efaa3cb,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-170,arun.rao170@outlook.com,Arun Rao,+912540948934,23,11,12,1346.48,122.41,6,1,LOYAL
2cee0c79-9979-4b1e-b97c-4a83e7948e1b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-171,sneha.mehta171@yahoo.com,Sneha Mehta,+910557212525,21,17,4,3053.65,179.63,2,1,NEW
abf8f412-8d8d-4e22-a870-79e2347d99b6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-172,deepa.nair172@outlook.com,Deepa Nair,+917477473151,11,8,3,743.32,92.92,0,0,NEW
cff1aafe-729f-41cc-8b83-5954e5a54b37,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-173,pooja.kulkarni173@gmail.com,Pooja Kulkarni,+915808001601,16,14,2,3397.86,242.7,1,0,LOYAL
8ac22fbe-f4e3-471a-a515-5c5ae3b720bf,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-174,diya.desai174@protonmail.com,Diya Desai,+913666440505,25,18,7,2826.8,157.04,2,1,LOYAL
6667decb-1340-4dc4-b87f-2c86c31bd880,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-175,ishita.kulkarni175@outlook.com,Ishita Kulkarni,+910868910115,19,11,8,1357.01,123.36,3,0,NEW
f5ade915-ba7e-474d-a17f-b4d4f9a302e4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-176,manish.rao176@outlook.com,Manish Rao,+917094262809,23,21,2,2101.7,100.08,1,0,AT_RISK
cf5d80bd-541e-477f-a1da-acc01b392720,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-177,arun.patel177@gmail.com,Arun Patel,+914346708639,12,11,1,1195.22,108.66,0,0,LOYAL
8bc03014-a6bc-4e16-9818-fc8d6e0def92,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-178,ananya.desai178@gmail.com,Ananya Desai,+912965296256,19,17,2,489.4,28.79,0,0,NEW
0582b555-4aad-4ea3-9430-fed1983daaf8,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-179,dev.nair179@gmail.com,Dev Nair,+919577301283,10,7,3,611.0,87.29,1,0,AT_RISK
4009cd13-3de3-4cd4-84a8-545ae568bf91,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-180,pooja.kulkarni180@outlook.com,Pooja Kulkarni,+913776073020,21,18,3,1785.76,99.21,2,1,NEW
d8b1b242-91bf-4d00-8420-05ed341fc399,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-181,vikram.mishra181@mail.com,Vikram Mishra,+913702943946,23,21,2,210.0,10.0,1,0,LOYAL
1934f0b4-1802-4b32-8a11-1ed587762e53,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-182,deepa.das182@gmail.com,Deepa Das,+917220237133,19,11,8,1549.41,140.86,1,0,LOYAL
e6c0e973-7528-478b-8026-ff23f5642af6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-183,amit.sharma183@outlook.com,Amit Sharma,+914710455105,17,14,3,3237.27,231.23,2,1,AT_RISK
640fef32-c416-4c3a-b26b-b797a344b87e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-184,vikram.mishra184@outlook.com,Vikram Mishra,+918047759256,16,13,3,2144.19,164.94,2,0,LOYAL
fc67e1e4-02b4-431c-815d-5464e87a57a6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-185,dev.gupta185@outlook.com,Dev Gupta,+913404440226,32,20,12,2331.86,116.59,6,4,LOYAL
a1b47180-298c-4796-abb5-629c11a8f0af,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-186,vikram.mishra186@yahoo.com,Vikram Mishra,+914103838448,27,24,3,3198.27,133.26,0,0,LOYAL
6e17b88e-fdcb-4de1-8bfd-51cc1a4adbfa,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-187,arun.mishra187@yahoo.com,Arun Mishra,+913664133769,15,11,4,2426.72,220.61,1,0,LOYAL
4bf0b08b-d7c3-4898-9806-ffa2a1f5320b,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-188,lakshmi.mehta188@outlook.com,Lakshmi Mehta,+913831555659,22,15,7,3140.54,209.37,4,3,NEW
69ca45df-eaf9-4828-a142-bc193e798e54,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-189,rahul.joshi189@protonmail.com,Rahul Joshi,+917808761321,23,20,3,4317.6,215.88,0,0,AT_RISK
2486c94b-2f20-4b29-bf1f-3e31d98e5628,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-190,priya.das190@gmail.com,Priya Das,+914555984097,19,16,3,3072.5,192.03,0,0,NEW
6410211c-bfcb-478f-b7ae-c0fe21b42aa6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-191,lakshmi.kulkarni191@mail.com,Lakshmi Kulkarni,+916076360963,18,12,6,2712.79,226.07,4,2,AT_RISK
003d1033-33bc-4c55-9304-f3ee535997cc,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-192,kunal.nair192@protonmail.com,Kunal Nair,+911027562346,22,12,10,1969.97,164.16,2,1,LOYAL
7c25fc6f-2d26-4072-ac1b-408717e591a4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-193,harsh.desai193@yahoo.com,Harsh Desai,+913014919134,22,20,2,2322.26,116.11,0,0,AT_RISK
74afdb54-8780-4396-8ff9-b064fd8e7f25,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-194,diya.desai194@protonmail.com,Diya Desai,+913074007031,24,20,4,2867.37,143.37,1,0,LOYAL
6d4024f8-9250-453e-926c-c0143ea9f77a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-195,lakshmi.reddy195@yahoo.com,Lakshmi Reddy,+915534476163,13,9,4,1435.72,159.52,2,0,AT_RISK
76a1dc3f-7a83-4e00-a09d-f52681125c80,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-196,jaya.mishra196@yahoo.com,Jaya Mishra,+914402277575,23,15,8,2525.47,168.36,1,0,NEW
638dd66f-90f9-4e46-a912-b206c2c39585,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-197,meera.nair197@yahoo.com,Meera Nair,+914285656538,20,19,1,1835.59,96.61,0,0,AT_RISK
fba39d58-50a6-4f77-b7cb-7c7fa36fa11a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-198,vikram.reddy198@outlook.com,Vikram Reddy,+919563213135,22,18,4,2763.05,153.5,0,0,LOYAL
f49b643b-bb2f-43e1-99fc-960b0f76e1b1,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-199,sneha.das199@protonmail.com,Sneha Das,+911666954134,14,10,4,1750.55,175.05,2,1,LOYAL
1395aab1-96ca-4a01-a850-9a0bf817547e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-200,aditi.rao200@gmail.com,Aditi Rao,+914135644741,17,11,6,2536.75,230.61,3,2,LOYAL
0971dbea-0fd5-40b3-be73-d6c45165d4c4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-201,sneha.sharma201@yahoo.com,Sneha Sharma,+912251477511,20,17,3,2587.06,152.18,1,0,LOYAL
c32f1421-47be-4902-a97e-43510c8c8747,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-202,kunal.kulkarni202@outlook.com,Kunal Kulkarni,+915774247628,18,16,2,1846.06,115.38,0,0,NEW
e049e917-a408-4706-8afa-9023348755d2,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-203,aditi.chopra203@outlook.com,Aditi Chopra,+913849728537,21,19,2,2556.25,134.54,1,0,LOYAL
5fd55784-2b28-4d7f-80e5-5d22f88cc1f0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-204,arun.iyer204@yahoo.com,Arun Iyer,+916788555192,19,15,4,1652.98,110.2,2,1,LOYAL
33bd4a64-4f51-4b6e-8617-23d6fa8c24f6,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-205,sneha.shah205@mail.com,Sneha Shah,+919609799818,17,15,2,1064.11,70.94,1,0,AT_RISK
adabe9c9-d4a2-4978-99ef-c3621fb420e2,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-206,gaurav.gupta206@outlook.com,Gaurav Gupta,+918764524468,10,6,4,1169.05,194.84,1,0,LOYAL
fdcd8e51-9499-4abc-9723-936d87f64b6f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-207,amit.das207@mail.com,Amit Das,+917684458809,14,11,3,1742.76,158.43,1,0,LOYAL
3e844673-6803-46db-a069-480646c6848c,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-208,arun.rao208@gmail.com,Arun Rao,+917398432518,27,24,3,4033.8,168.08,0,0,NEW
718e25ef-3fef-40d0-9b5f-51eb82bccf1d,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-209,lakshmi.nair209@gmail.com,Lakshmi Nair,+910680914949,17,13,4,2772.71,213.29,2,1,LOYAL
d4fa37c2-16e4-4c81-9d3e-925589609ba9,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-210,suresh.gupta210@outlook.com,Suresh Gupta,+911926239133,19,11,8,1281.16,116.47,5,3,AT_RISK
2739e012-ae53-4d98-87fb-9da422551c4f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-211,harsh.mehta211@protonmail.com,Harsh Mehta,+916704126068,27,26,1,5242.31,201.63,0,0,LOYAL
ee18addd-e44c-4f71-b4ea-5660a15aae83,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-212,nisha.iyer212@yahoo.com,Nisha Iyer,+914208132388,18,13,5,2857.19,219.78,0,0,LOYAL
e0b4f464-57bf-41fa-91d1-8eb33d74fad1,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-213,arun.gupta213@gmail.com,Arun Gupta,+915064761468,22,18,4,1971.36,109.52,1,0,LOYAL
ea37fcd4-71c0-45c7-9266-5451ec1be606,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-214,amit.kumar214@yahoo.com,Amit Kumar,+917539312056,32,27,5,3550.49,131.5,0,0,LOYAL
98e930a1-52c2-4dd8-9377-941e6082ec8a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-215,vikram.verma215@gmail.com,Vikram Verma,+918635572089,17,15,2,2169.52,144.63,0,0,LOYAL
cb5d1320-f3cb-4186-98b9-72078fd742a2,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-216,ravi.das216@gmail.com,Ravi Das,+912608033384,15,11,4,1925.46,175.04,1,0,NEW
04ab7e00-f1f9-441e-9949-c71474a413de,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-217,sakshi.reddy217@protonmail.com,Sakshi Reddy,+919700200756,11,5,6,1268.52,253.7,2,0,AT_RISK
9d1539ee-3e5a-4f5b-a13d-0f75b809dc3f,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-218,rohan.iyer218@protonmail.com,Rohan Iyer,+917056235285,26,23,3,4021.2,174.83,0,0,LOYAL
0c4f1314-92c6-436b-92e7-06be44c3f094,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-219,neha.pillai219@gmail.com,Neha Pillai,+913492291606,27,23,4,3759.5,163.46,1,0,AT_RISK
d8b67d2c-76d8-4814-9545-3621f1d15870,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-220,deepa.reddy220@gmail.com,Deepa Reddy,+910104358237,14,9,5,1326.87,147.43,1,0,LOYAL
61101d23-426e-45d8-8c15-bb48eb6adcf1,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-221,nisha.shah221@gmail.com,Nisha Shah,+917082075043,24,15,9,2464.17,164.28,5,3,AT_RISK
5f5ba8e4-ba9c-467d-818d-0c33b847ceb8,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-222,ravi.pillai222@yahoo.com,Ravi Pillai,+913215725082,16,10,6,1796.78,179.68,3,2,NEW
0edcd6f6-eb12-4cce-bae7-9010f76e1e0e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-223,ravi.rao223@protonmail.com,Ravi Rao,+919190876229,20,14,6,2384.94,170.35,2,1,LOYAL
305fe69c-61c0-4d8f-b5ac-eb252c6f20e7,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-224,kavya.shah224@gmail.com,Kavya Shah,+915160250488,22,17,5,3230.35,190.02,2,1,AT_RISK
0e62f0ec-445e-47cc-ae37-029eccf8c533,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-225,kunal.verma225@outlook.com,Kunal Verma,+910432772399,21,18,3,2029.59,112.75,0,0,NEW
7be318b0-fa73-4e0d-9be9-b6807a55bc78,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-226,kunal.joshi226@mail.com,Kunal Joshi,+917204238890,20,18,2,1253.2,69.62,0,0,AT_RISK
da5f11fb-10f5-497f-80cc-6bd31111737a,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-227,deepa.das227@outlook.com,Deepa Das,+911524097098,28,22,6,1095.75,49.81,3,2,LOYAL
0e1a5165-686f-4ca3-9e61-cd6402a677fc,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-228,rohan.iyer228@outlook.com,Rohan Iyer,+914755635061,18,9,9,1444.35,160.48,2,1,AT_RISK
423152e9-17e6-400a-86cd-1be80a06a129,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-229,karan.shah229@outlook.com,Karan Shah,+919383429171,24,17,7,2117.38,124.55,3,1,NEW
585995a6-7b01-40d1-b008-b6e01dd81227,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-230,ananya.reddy230@protonmail.com,Ananya Reddy,+914459232116,22,13,9,1736.87,133.61,6,1,LOYAL
31c493c7-1ae2-4a88-b745-e3cdbab00020,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-231,manish.mishra231@gmail.com,Manish Mishra,+912817930281,23,21,2,2289.78,109.04,0,0,AT_RISK
e700b442-f695-4a2d-a0bf-5ea483295331,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-232,neha.chopra232@mail.com,Neha Chopra,+917248108918,19,16,3,448.95,28.06,1,0,NEW
adc8a64b-9f3b-4bfe-b809-3b4aae7bc3a3,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-233,meera.singh233@mail.com,Meera Singh,+915909168088,15,12,3,1918.39,159.87,0,0,LOYAL
3c5298ba-44c9-4100-b1ab-d6d5f6cbd819,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-234,ananya.patel234@protonmail.com,Ananya Patel,+910947434392,10,7,3,857.31,122.47,1,0,LOYAL
7d177237-13a1-4324-827b-d7a21f153c79,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-235,rahul.gupta235@gmail.com,Rahul Gupta,+916664840346,19,12,7,1116.7,93.06,5,1,LOYAL
513c9402-c9d4-4545-9352-b48cb3801bc0,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-236,lakshmi.desai236@yahoo.com,Lakshmi Desai,+916879735495,21,19,2,1720.06,90.53,1,0,AT_RISK
a663ed41-05a7-4c53-85ae-acb8111e09f9,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-237,neha.shah237@yahoo.com,Neha Shah,+910508284352,17,15,2,1498.36,99.89,1,0,LOYAL
1bbf87b2-777a-48ec-a2cf-e0f5cdaac5b3,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-238,dev.kumar238@yahoo.com,Dev Kumar,+916289092873,18,16,2,4330.09,270.63,0,0,AT_RISK
765cb2ac-b338-4436-8617-d35f7cea46be,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-239,manish.reddy239@yahoo.com,Manish Reddy,+912373573519,20,15,5,2788.64,185.91,3,0,NEW
fbf13a96-f580-4605-8b1e-4c6703e3bfa3,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-240,manish.bhat240@mail.com,Manish Bhat,+913402250921,14,8,6,1265.9,158.24,4,0,AT_RISK
55115f1b-1a1c-4797-a511-d5f20aaa0ece,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-241,harsh.reddy241@outlook.com,Harsh Reddy,+910171153076,19,15,4,1017.61,67.84,1,0,AT_RISK
dd0cf6ba-67cb-49b9-a2a3-68b83c6d58d1,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-242,sneha.kumar242@outlook.com,Sneha Kumar,+913119796196,29,23,6,2000.81,86.99,1,0,LOYAL
acec24ea-19ae-4820-b5a6-4f4341efb19e,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-243,suresh.mishra243@outlook.com,Suresh Mishra,+912513617993,24,17,7,3519.13,207.01,4,1,LOYAL
3b387b0b-20ed-4d5f-8cd3-95879569f6d4,f6483f49-7190-4ed1-b230-ebf5ab3da486,cust-244,kunal.pillai244@gmail.com,Kunal Pillai,+911386614303,28,24,4,2597.83,108.24,0,0,LOYAL
